product_id,product_loaded_at,product_category,product_created_at,prodcut_updated_at,product_title,variant_id,variant_sku,variant_title,variant_created_at,variant_updated_at,variant_option1,variant_option2
199052853261,10/3/2020 20:04:04,Flat Sheet,12/8/2017 20:12:37,10/3/2020 19:30:09,Signature Hemmed Flat Sheet,2066820235277,DFLTTWS30NIV,Ivory / Twin,12/8/2017 20:12:38,10/2/2020 3:07:10,,
199052853261,10/27/2020 18:06:26,Flat Sheet,12/8/2017 20:12:37,10/27/2020 17:55:40,Signature Hemmed Flat Sheet,2066820988941,DFLTFLS30NNV,Navy / Full,12/8/2017 20:12:38,9/6/2020 18:38:16,,
199052853261,11/2/2020 17:31:55,Flat Sheet,12/8/2017 20:12:37,11/2/2020 17:25:08,Signature Hemmed Flat Sheet,2066820399117,DFLTTWS30NNV,Navy / Twin,12/8/2017 20:12:38,9/6/2020 18:38:15,,
199052853261,10/26/2020 17:58:45,Flat Sheet,12/8/2017 20:12:37,10/26/2020 17:50:09,Signature Hemmed Flat Sheet,2066821054477,DFLTFLS30NST,Stone / Full,12/8/2017 20:12:38,10/26/2020 17:48:12,,
199052853261,8/5/2020 1:29:04,Flat Sheet,12/8/2017 20:12:37,8/5/2020 1:20:15,Classic Hemmed Flat Sheet,2066821152781,DFLTQUS30NNU,Natural / Queen,12/8/2017 20:12:38,7/31/2020 0:28:15,,
199052853261,4/18/2020 15:30:36,Flat Sheet,12/8/2017 20:12:37,4/18/2020 15:25:21,Classic Hemmed Flat Sheet,2066821185549,DFLTQUS30NDN,Dune / Queen,12/8/2017 20:12:38,3/28/2020 13:26:37,,
199052853261,3/9/2020 19:02:41,Flat Sheet,12/8/2017 20:12:37,3/9/2020 18:35:13,Classic Hemmed Flat Sheet,2066820988941,DFLTFLS30NNV,Navy / Full,12/8/2017 20:12:38,1/13/2020 20:45:47,,
199052853261,7/28/2020 2:36:10,Flat Sheet,12/8/2017 20:12:37,7/28/2020 2:26:35,Classic Hemmed Flat Sheet,2066820988941,DFLTFLS30NNV,Navy / Full,12/8/2017 20:12:38,1/13/2020 20:45:47,,
199052853261,1/30/2020 7:33:42,Flat Sheet,12/8/2017 20:12:37,1/30/2020 7:08:14,Classic Hemmed Flat Sheet,2066821808141,DFLTCKS30NDN,Dune / California King,12/8/2017 20:12:38,1/26/2020 19:08:20,,
199052853261,6/24/2020 1:05:04,Flat Sheet,12/8/2017 20:12:37,6/24/2020 0:50:17,Classic Hemmed Flat Sheet,31111823294523,SFLSSBRF,Beige / Full,11/29/2019 19:42:41,6/1/2020 19:35:45,,
199052853261,7/16/2020 18:00:41,Flat Sheet,12/8/2017 20:12:37,7/16/2020 17:35:05,Classic Hemmed Flat Sheet,2066821120013,DFLTQUS30NIV,Ivory / Queen,12/8/2017 20:12:38,7/10/2020 22:11:20,,
199052853261,1/25/2020 3:36:01,Flat Sheet,12/8/2017 20:12:37,1/25/2020 3:10:25,Classic Hemmed Flat Sheet,2066820694029,DFLTTWXS30NNV,Navy / Twin XL,12/8/2017 20:12:38,1/13/2020 20:45:47,,
199052853261,6/2/2020 16:07:32,Flat Sheet,12/8/2017 20:12:37,6/2/2020 15:40:06,Classic Hemmed Flat Sheet,2066820890637,DFLTFLS30NDN,Dune / Full,12/8/2017 20:12:38,6/1/2020 19:35:54,,
199052853261,6/24/2020 1:35:02,Flat Sheet,12/8/2017 20:12:37,6/24/2020 1:10:17,Classic Hemmed Flat Sheet,2066820890637,DFLTFLS30NDN,Dune / Full,12/8/2017 20:12:38,6/23/2020 15:15:07,,
199052853261,10/3/2020 18:04:23,Flat Sheet,12/8/2017 20:12:37,10/3/2020 17:45:04,Signature Hemmed Flat Sheet,2066821283853,DFLTQUS30NNV,Navy / Queen,12/8/2017 20:12:38,9/6/2020 18:38:16,,
5505404673,12/15/2020 14:37:58,Fitted Sheets,3/23/2016 0:05:38,12/15/2020 14:00:01,Signature Fitted Sheet,16872070017,DFITQUS30NNU,Natural / Queen,3/23/2016 0:05:38,12/1/2020 14:37:16,,
5505404673,11/30/2020 7:39:02,Fitted Sheets,3/23/2016 0:05:38,11/30/2020 7:10:11,Signature Fitted Sheet,16872069377,DFITCKS30NWT,White / California King,3/23/2016 0:05:38,11/30/2020 0:47:01,,
5505404673,11/29/2020 19:41:06,Fitted Sheets,3/23/2016 0:05:38,11/29/2020 19:26:20,Signature Fitted Sheet,31117368918075,SFTSSBRQ,Beige / Queen,12/3/2019 17:32:32,11/29/2020 19:06:30,,
5505404673,12/5/2020 0:02:28,Fitted Sheets,3/23/2016 0:05:38,12/4/2020 23:50:18,Signature Fitted Sheet,2768752640013,DFITTWS30NSH,Shore / Twin,1/2/2018 16:41:36,11/30/2020 20:59:51,,
5505404673,12/8/2020 14:39:13,Fitted Sheets,3/23/2016 0:05:38,12/8/2020 14:19:17,Signature Fitted Sheet,2768968843277,DFITFLS30NPW,Pewter / Full,1/2/2018 16:55:51,12/8/2020 1:57:01,,
5505404673,11/29/2020 15:01:53,Fitted Sheets,3/23/2016 0:05:38,11/29/2020 14:55:08,Signature Fitted Sheet,31117368918075,SFTSSBRQ,Beige / Queen,12/3/2019 17:32:32,11/29/2020 14:52:36,,
5505404673,10/20/2020 1:36:28,Fitted Sheets,3/23/2016 0:05:38,10/20/2020 1:05:24,Signature Fitted Sheet,16872069441,DFITCKS30NIV,Ivory / California King,3/23/2016 0:05:38,10/19/2020 18:03:12,,
5505404673,11/21/2020 13:33:47,Fitted Sheets,3/23/2016 0:05:38,11/21/2020 13:25:56,Signature Fitted Sheet,2768898261005,DFITFLS30NWT,White / Full,1/2/2018 16:50:44,11/21/2020 10:01:45,,
5505404673,11/24/2020 9:02:42,Fitted Sheets,3/23/2016 0:05:38,11/24/2020 8:45:00,Signature Fitted Sheet,31117413351483,SFTSSBLTW,Mineral / Twin,12/3/2019 18:24:59,11/22/2020 21:31:30,,
5505404673,1/31/2021 2:01:40,Fitted Sheets,3/23/2016 0:05:38,1/31/2021 1:30:25,Signature Fitted Sheet,29511403021,DFITKIS30NSH,Shore / King,12/16/2016 16:08:01,1/29/2021 15:49:35,,
5505404673,1/19/2021 0:30:17,Fitted Sheets,3/23/2016 0:05:38,1/19/2021 0:02:40,Signature Fitted Sheet,31117367017531,SFTSSBRTX,Beige / Twin XL,12/3/2019 17:29:24,11/30/2020 15:10:56,,
5505404673,1/19/2021 0:30:17,Fitted Sheets,3/23/2016 0:05:38,1/19/2021 0:02:40,Signature Fitted Sheet,16872069761,DFITKIS30NST,Stone / King,3/23/2016 0:05:38,1/18/2021 19:01:28,,
5505404673,5/9/2021 21:37:25,Fitted Sheets,3/23/2016 0:05:38,5/9/2021 21:25:11,Signature Fitted Sheet,2768714661901,DFITTWS30NDN,Dune / Twin,1/2/2018 16:39:29,5/7/2021 1:08:55,,
5505404673,5/19/2021 11:33:11,Fitted Sheets,3/23/2016 0:05:38,5/19/2021 11:05:04,Signature Fitted Sheet,2768806215693,DFITTWXS30NNU,Natural / Twin XL,1/2/2018 16:44:31,5/10/2021 16:14:04,,
5505404673,5/23/2021 3:05:34,Fitted Sheets,3/23/2016 0:05:38,5/23/2021 2:45:03,Signature Fitted Sheet,42260550413,DFITCKS30NDN,Dune / California King,9/5/2017 18:59:45,5/20/2021 18:32:40,,
5505404673,2/21/2021 22:00:46,Fitted Sheets,3/23/2016 0:05:38,2/21/2021 21:35:01,Signature Fitted Sheet,16872069377,DFITCKS30NWT,White / California King,3/23/2016 0:05:38,2/21/2021 18:35:46,,
5505404673,2/10/2021 13:35:46,Fitted Sheets,3/23/2016 0:05:38,2/10/2021 13:20:06,Signature Fitted Sheet,16872069761,DFITKIS30NST,Stone / King,3/23/2016 0:05:38,2/8/2021 21:53:11,,
5505404673,3/4/2021 19:02:02,Fitted Sheets,3/23/2016 0:05:38,3/4/2021 18:40:01,Signature Fitted Sheet,2768665575437,DFITTWS30NWT,White / Twin,1/2/2018 16:36:50,3/4/2021 15:28:42,,
5505404673,4/24/2021 3:32:22,Fitted Sheets,3/23/2016 0:05:38,4/24/2021 3:20:21,Signature Fitted Sheet,16872069377,DFITCKS30NWT,White / California King,3/23/2016 0:05:38,4/23/2021 13:52:40,,
5505404673,6/15/2021 15:07:10,Fitted Sheets,3/23/2016 0:05:38,6/15/2021 14:39:02,Signature Fitted Sheet,31117366493243,SFTSSBRTW,Beige / Twin,12/3/2019 17:27:18,5/10/2021 16:14:29,,
5505404673,5/5/2021 19:07:20,Fitted Sheets,3/23/2016 0:05:38,5/5/2021 18:45:01,Signature Fitted Sheet,42260621453,DFITQUS30NDN,Dune / Queen,9/5/2017 19:00:25,5/2/2021 19:04:10,,
5505404673,2/23/2021 2:04:07,Fitted Sheets,3/23/2016 0:05:38,2/23/2021 1:50:04,Signature Fitted Sheet,2768714661901,DFITTWS30NDN,Dune / Twin,1/2/2018 16:39:29,2/8/2021 14:09:45,,
5505404673,7/12/2021 2:32:06,Fitted Sheets,3/23/2016 0:05:38,7/12/2021 2:00:55,Signature Fitted Sheet,2768806215693,DFITTWXS30NNU,Natural / Twin XL,1/2/2018 16:44:31,5/10/2021 16:14:04,,
5505404673,3/2/2021 18:01:54,Fitted Sheets,3/23/2016 0:05:38,3/2/2021 17:55:45,Signature Fitted Sheet,31117421838395,SFTSSBLF,Mineral / Full,12/3/2019 18:33:10,3/1/2021 4:34:50,,
5505404673,9/12/2021 17:06:41,Fitted Sheets,3/23/2016 0:05:38,9/12/2021 16:36:16,Signature Fitted Sheet,16872070145,DFITQUS30NPW,Pewter / Queen,3/23/2016 0:05:38,9/11/2021 21:17:25,,
5505404673,5/14/2021 13:32:23,Fitted Sheets,3/23/2016 0:05:38,5/14/2021 13:15:00,Signature Fitted Sheet,16872069249,DFITCKS30NPW,Pewter / California King,3/23/2016 0:05:38,5/14/2021 4:36:05,,
5505404673,9/8/2021 3:05:10,Fitted Sheets,3/23/2016 0:05:38,9/8/2021 2:50:10,Signature Fitted Sheet,2768894361613,DFITTWXS30NST,Stone / Twin XL,1/2/2018 16:50:26,8/25/2021 17:30:29,,
5505404673,2/24/2021 22:04:32,Fitted Sheets,3/23/2016 0:05:38,2/24/2021 21:35:11,Signature Fitted Sheet,16872070337,DFITQUS30NIV,Ivory / Queen,3/23/2016 0:05:38,2/13/2021 19:02:15,,
5505404673,5/12/2021 14:00:54,Fitted Sheets,3/23/2016 0:05:38,5/12/2021 13:40:04,Signature Fitted Sheet,2768752640013,DFITTWS30NSH,Shore / Twin,1/2/2018 16:41:36,5/10/2021 18:04:45,,
5505404673,8/7/2021 13:07:46,Fitted Sheets,3/23/2016 0:05:38,8/7/2021 12:50:03,Signature Fitted Sheet,2768968843277,DFITFLS30NPW,Pewter / Full,1/2/2018 16:55:51,8/6/2021 17:50:56,,
5505404673,8/10/2021 14:08:18,Fitted Sheets,3/23/2016 0:05:38,8/10/2021 13:45:05,Signature Fitted Sheet,29511392333,DFITCKS30NSH,Shore / California King,12/16/2016 16:07:07,8/3/2021 14:44:15,,
5505404673,3/11/2021 7:36:25,Fitted Sheets,3/23/2016 0:05:38,3/11/2021 7:10:09,Signature Fitted Sheet,2768788946957,DFITTWS30NST,Stone / Twin,1/2/2018 16:43:38,3/10/2021 19:05:49,,
5505404673,9/16/2021 18:04:29,Fitted Sheets,3/23/2016 0:05:38,9/16/2021 17:30:01,Signature Fitted Sheet,2768968843277,DFITFLS30NPW,Pewter / Full,1/2/2018 16:55:51,9/16/2021 16:50:28,,
5505404673,2/12/2021 14:34:55,Fitted Sheets,3/23/2016 0:05:38,2/12/2021 14:05:02,Signature Fitted Sheet,31117368918075,SFTSSBRQ,Beige / Queen,12/3/2019 17:32:32,2/1/2021 22:15:54,,
5505404673,4/18/2021 8:32:22,Fitted Sheets,3/23/2016 0:05:38,4/18/2021 8:10:24,Signature Fitted Sheet,31117368918075,SFTSSBRQ,Beige / Queen,12/3/2019 17:32:32,4/15/2021 13:29:31,,
199052853261,10/20/2021 4:07:23,Flat Sheet,12/8/2017 20:12:37,10/20/2021 3:36:06,Signature Hemmed Flat Sheet,2066820202509,DFLTTWS30NWT,White / Twin,12/8/2017 20:12:38,10/14/2021 12:28:51,,
199052853261,2/21/2022 2:33:38,Flat Sheet,12/8/2017 20:12:37,2/21/2022 2:00:18,Signature Hemmed Flat Sheet,2066821578765,DFLTFLKIS30NSH,Shore / King,12/8/2017 20:12:38,2/19/2022 2:51:51,,
199052853261,5/30/2022 8:01:39,Flat Sheet,12/8/2017 20:12:37,5/30/2022 7:33:05,Signature Hemmed Flat Sheet,31111823818811,SFLSSBRQ,Beige / Queen,11/29/2019 19:44:09,5/25/2022 2:41:26,,
199052853261,11/12/2021 15:00:11,Flat Sheet,12/8/2017 20:12:37,11/12/2021 14:40:07,Signature Hemmed Flat Sheet,2066821316621,DFLTQUS30NPW,Pewter / Queen,12/8/2017 20:12:38,11/5/2021 21:10:15,,
199052853261,4/8/2022 1:05:42,Flat Sheet,12/8/2017 20:12:37,4/8/2022 0:44:46,Signature Hemmed Flat Sheet,2066820530189,DFLTTWXS30NIV,Ivory / Twin XL,12/8/2017 20:12:38,4/5/2022 22:44:11,,
199052853261,4/25/2022 19:36:33,Flat Sheet,12/8/2017 20:12:37,4/25/2022 19:20:03,Signature Hemmed Flat Sheet,2066821611533,DFLTFLKIS30NNV,Navy / King,12/8/2017 20:12:38,4/20/2022 20:18:53,,
199052853261,2/23/2022 23:04:27,Flat Sheet,12/8/2017 20:12:37,2/23/2022 22:42:01,Signature Hemmed Flat Sheet,2066821087245,DFLTQUS30NWT,White / Queen,12/8/2017 20:12:38,2/2/2022 18:18:55,,
199052853261,4/3/2022 0:34:40,Flat Sheet,12/8/2017 20:12:37,4/3/2022 0:20:28,Signature Hemmed Flat Sheet,2066821480461,DFLTFLKIS30NNU,Natural / King,12/8/2017 20:12:38,3/30/2022 6:01:57,,
199052853261,12/6/2021 13:05:54,Flat Sheet,12/8/2017 20:12:37,12/6/2021 12:43:47,Signature Hemmed Flat Sheet,2066821677069,DFLTFLKIS30NST,Stone / King,12/8/2017 20:12:38,11/19/2021 1:58:19,,
199052853261,5/6/2022 16:06:18,Flat Sheet,12/8/2017 20:12:37,5/6/2022 15:46:20,Signature Hemmed Flat Sheet,2066820399117,DFLTTWS30NNV,Navy / Twin,12/8/2017 20:12:38,4/20/2022 20:18:42,,
199052853261,12/19/2021 5:04:33,Flat Sheet,12/8/2017 20:12:37,12/19/2021 4:44:02,Signature Hemmed Flat Sheet,2066820956173,DFLTFLS30NSH,Shore / Full,12/8/2017 20:12:38,12/16/2021 19:01:56,,
199052853261,4/13/2022 23:27:49,Flat Sheet,12/8/2017 20:12:37,4/13/2022 23:20:11,Signature Hemmed Flat Sheet,2066821480461,DFLTFLKIS30NNU,Natural / King,12/8/2017 20:12:38,4/13/2022 6:03:15,,
199052853261,8/14/2021 4:38:58,Flat Sheet,12/8/2017 20:12:37,8/14/2021 4:00:57,Signature Hemmed Flat Sheet,2066821054477,DFLTFLS30NST,Stone / Full,12/8/2017 20:12:38,8/2/2021 0:16:42,,
199052853261,9/6/2021 8:29:25,Flat Sheet,12/8/2017 20:12:37,9/6/2021 8:06:07,Signature Hemmed Flat Sheet,31111825063995,SFLSSBRCK,Beige / California King,11/29/2019 19:47:15,8/26/2021 2:35:45,,
199052853261,7/3/2021 12:34:05,Flat Sheet,12/8/2017 20:12:37,7/3/2021 12:22:36,Signature Hemmed Flat Sheet,31117356302395,SFLSSBLTX,Mineral / Twin XL,12/3/2019 17:08:24,6/29/2021 18:07:16,,
199052853261,6/26/2022 2:36:19,Flat Sheet,12/8/2017 20:12:37,6/26/2022 2:25:07,Signature Hemmed Flat Sheet,2066821152781,DFLTQUS30NNU,Natural / Queen,12/8/2017 20:12:38,6/22/2022 8:05:06,,
5505404673,5/28/2022 11:31:16,Fitted Sheets,3/23/2016 0:05:38,5/28/2022 11:13:46,Signature Fitted Sheet,16872069377,DFITCKS30NWT,White / California King,3/23/2016 0:05:38,5/27/2022 5:08:40,,
5505404673,8/16/2022 6:28:52,Fitted Sheets,3/23/2016 0:05:38,8/16/2022 6:04:28,Signature Fitted Sheet,2768936992781,DFITFLS30NNU,Natural / Full,1/2/2018 16:53:01,8/14/2022 18:14:11,,
5505404673,7/23/2022 13:34:45,Fitted Sheets,3/23/2016 0:05:38,7/23/2022 13:25:02,Signature Fitted Sheet,2768938663949,DFITTFL30NDN,Dune / Full,1/2/2018 16:53:22,7/21/2022 17:46:38,,
5505404673,7/23/2022 13:34:45,Fitted Sheets,3/23/2016 0:05:38,7/23/2022 13:25:02,Signature Fitted Sheet,31117434257467,SFTSSBLCK,Mineral / California King,12/3/2019 18:46:50,7/21/2022 17:46:39,,
5505404673,8/19/2022 23:38:04,Fitted Sheets,3/23/2016 0:05:38,8/19/2022 23:25:34,Signature Fitted Sheet,2768752640013,DFITTWS30NSH,Shore / Twin,1/2/2018 16:41:36,8/18/2022 6:04:21,,
5505404673,8/19/2022 23:38:04,Fitted Sheets,3/23/2016 0:05:38,8/19/2022 23:25:34,Signature Fitted Sheet,31117368918075,SFTSSBRQ,Beige / Queen,12/3/2019 17:32:32,8/2/2022 18:35:26,,
5505404673,5/22/2022 17:28:16,Fitted Sheets,3/23/2016 0:05:38,5/22/2022 17:15:00,Signature Fitted Sheet,2768788946957,DFITTWS30NST,Stone / Twin,1/2/2018 16:43:38,5/18/2022 21:03:35,,
5505404673,7/26/2022 14:05:18,Fitted Sheets,3/23/2016 0:05:38,7/26/2022 13:32:03,Signature Fitted Sheet,16872069313,DFITCKS30NST,Stone / California King,3/23/2016 0:05:38,7/25/2022 17:52:36,,
5505404673,11/16/2021 6:10:41,Fitted Sheets,3/23/2016 0:05:38,11/16/2021 5:40:22,Signature Fitted Sheet,2768894361613,DFITTWXS30NST,Stone / Twin XL,1/2/2018 16:50:26,11/15/2021 9:11:32,,
5505404673,5/23/2022 21:38:31,Fitted Sheets,3/23/2016 0:05:38,5/23/2022 21:01:41,Signature Fitted Sheet,16872069697,DFITKIS30NPW,Pewter / King,3/23/2016 0:05:38,5/23/2022 14:32:06,,
5505404673,3/31/2022 17:34:13,Fitted Sheets,3/23/2016 0:05:38,3/31/2022 17:05:04,Signature Fitted Sheet,2768898261005,DFITFLS30NWT,White / Full,1/2/2018 16:50:44,3/27/2022 16:32:47,,
5505404673,2/14/2022 23:40:24,Fitted Sheets,3/23/2016 0:05:38,2/14/2022 23:33:03,Signature Fitted Sheet,31117367017531,SFTSSBRTX,Beige / Twin XL,12/3/2019 17:29:24,1/21/2022 21:46:05,,
5505404673,4/20/2022 21:03:34,Fitted Sheets,3/23/2016 0:05:38,4/20/2022 20:56:15,Signature Fitted Sheet,42260587149,DFITKIS30NDN,Dune / King,9/5/2017 19:00:06,4/20/2022 20:56:15,,
5505404673,5/4/2022 19:39:03,Fitted Sheets,3/23/2016 0:05:38,5/4/2022 19:00:02,Signature Fitted Sheet,16872070017,DFITQUS30NNU,Natural / Queen,3/23/2016 0:05:38,5/4/2022 18:04:03,,
5505404673,11/9/2021 5:35:57,Fitted Sheets,3/23/2016 0:05:38,11/9/2021 5:20:29,Signature Fitted Sheet,16872069953,DFITKIS30NIV,Ivory / King,3/23/2016 0:05:38,11/5/2021 13:16:29,,
5505404673,12/10/2021 21:32:08,Fitted Sheets,3/23/2016 0:05:38,12/10/2021 21:10:11,Signature Fitted Sheet,2768973070349,DFITFLS30NST,Stone / Full,1/2/2018 16:56:08,11/19/2021 2:01:18,,
5505404673,5/30/2022 6:31:38,Fitted Sheets,3/23/2016 0:05:38,5/30/2022 6:03:55,Signature Fitted Sheet,42260621453,DFITQUS30NDN,Dune / Queen,9/5/2017 19:00:25,5/27/2022 2:03:00,,
5505404673,7/15/2022 21:33:25,Fitted Sheets,3/23/2016 0:05:38,7/15/2022 21:17:32,Signature Fitted Sheet,2768942694413,DFITFLS30NSH,Shore / Full,1/2/2018 16:53:44,7/15/2022 13:12:16,,
5505404673,7/30/2022 2:35:55,Fitted Sheets,3/23/2016 0:05:38,7/30/2022 2:05:15,Signature Fitted Sheet,31117413351483,SFTSSBLTW,Mineral / Twin,12/3/2019 18:24:59,7/25/2022 16:15:44,,
5505404673,4/11/2022 6:06:20,Fitted Sheets,3/23/2016 0:05:38,4/11/2022 5:55:50,Signature Fitted Sheet,16872069249,DFITCKS30NPW,Pewter / California King,3/23/2016 0:05:38,4/7/2022 18:02:16,,
5505404673,11/26/2021 1:29:52,Fitted Sheets,3/23/2016 0:05:38,11/26/2021 1:20:17,Signature Fitted Sheet,2768752640013,DFITTWS30NSH,Shore / Twin,1/2/2018 16:41:36,11/19/2021 17:06:01,,
5505404673,3/24/2022 5:02:47,Fitted Sheets,3/23/2016 0:05:38,3/24/2022 4:46:20,Signature Fitted Sheet,42260550413,DFITCKS30NDN,Dune / California King,9/5/2017 18:59:45,3/23/2022 6:02:06,,
5505404673,7/26/2022 12:35:18,Fitted Sheets,3/23/2016 0:05:38,7/26/2022 12:05:03,Signature Fitted Sheet,2768706273293,DFITTWS30NNU,Natural / Twin,1/2/2018 16:39:10,7/21/2022 17:46:38,,
5505404673,12/2/2021 16:33:45,Fitted Sheets,3/23/2016 0:05:38,12/2/2021 16:05:04,Signature Fitted Sheet,16872069825,DFITKIS30NWT,White / King,3/23/2016 0:05:38,12/2/2021 16:03:27,,
5505404673,10/13/2021 1:31:25,Fitted Sheets,3/23/2016 0:05:38,10/13/2021 1:26:50,Signature Fitted Sheet,16872069377,DFITCKS30NWT,White / California King,3/23/2016 0:05:38,10/12/2021 21:29:11,,
5505404673,11/9/2021 16:06:13,Fitted Sheets,3/23/2016 0:05:38,11/9/2021 15:35:02,Signature Fitted Sheet,2768668262413,DFITTWS30NIV,Ivory / Twin,1/2/2018 16:37:13,11/5/2021 18:54:30,,
5505404673,5/22/2022 1:38:08,Fitted Sheets,3/23/2016 0:05:38,5/22/2022 1:15:04,Signature Fitted Sheet,2768942694413,DFITFLS30NSH,Shore / Full,1/2/2018 16:53:44,5/17/2022 6:03:32,,
6664155103291,7/9/2022 22:30:05,Home Fragrances,9/30/2021 21:43:06,7/9/2022 22:14:41,Single Wick Candle,39683761307707,SCWAX1WCNDHMOS,Home,10/14/2021 17:31:31,7/9/2022 20:45:41,,
6664155136059,12/6/2021 4:35:50,,9/30/2021 21:43:07,12/6/2021 4:02:03,Triple Wick Candle,39683761471547,SCWAX3WCNDSHOS,Shore,10/14/2021 17:31:33,12/5/2021 16:22:39,,
4399160754235,10/4/2020 19:30:31,White Goods,1/2/2020 16:47:22,10/4/2020 19:00:23,The Mattress Protector,31415445291067,PMPSSWTTX,Twin XL,1/2/2020 16:54:33,10/4/2020 15:41:55,,
4399160754235,2/20/2022 17:33:34,Mattress Protector,1/2/2020 16:47:22,2/20/2022 17:00:17,The Mattress Protector,31415445291067,PMPSSWTTX,Twin XL,1/2/2020 16:54:33,2/19/2022 22:14:30,,
